Ref_Date,GEO,DWELCODE,FUELTYPE,CONSUMPTION,Vector,Coordinate,Value
2011,Nova Scotia,Duplex,Electricity,Proportion of total energy (percent),v105819012,4.4.2.3,56.2
2013,Nova Scotia,Duplex,Electricity,Proportion of total energy (percent),v105819012,4.4.2.3,F
2015,Nova Scotia,Duplex,Electricity,Proportion of total energy (percent),v105819012,4.4.2.3,F
2011,Nova Scotia,Duplex,Electricity,Number of households,v105819013,4.4.2.4,22136
2013,Nova Scotia,Duplex,Electricity,Number of households,v105819013,4.4.2.4,F
2015,Nova Scotia,Duplex,Electricity,Number of households,v105819013,4.4.2.4,F
2011,Nova Scotia,Duplex,Natural gas,Gigajoules,v105819014,4.4.3.1,F
2013,Nova Scotia,Duplex,Natural gas,Gigajoules,v105819014,4.4.3.1,F
2015,Nova Scotia,Duplex,Natural gas,Gigajoules,v105819014,4.4.3.1,F
2011,Nova Scotia,Duplex,Natural gas,Gigajoules per household,v105819015,4.4.3.2,F
2013,Nova Scotia,Duplex,Natural gas,Gigajoules per household,v105819015,4.4.3.2,F
2015,Nova Scotia,Duplex,Natural gas,Gigajoules per household,v105819015,4.4.3.2,F
2011,Nova Scotia,Duplex,Natural gas,Proportion of total energy (percent),v105819016,4.4.3.3,F
2013,Nova Scotia,Duplex,Natural gas,Proportion of total energy (percent),v105819016,4.4.3.3,F
2015,Nova Scotia,Duplex,Natural gas,Proportion of total energy (percent),v105819016,4.4.3.3,F
2011,Nova Scotia,Duplex,Natural gas,Number of households,v105819017,4.4.3.4,F
2013,Nova Scotia,Duplex,Natural gas,Number of households,v105819017,4.4.3.4,F
2015,Nova Scotia,Duplex,Natural gas,Number of households,v105819017,4.4.3.4,F
2011,Nova Scotia,Duplex,Heating oil,Gigajoules,v105819018,4.4.4.1,F
2013,Nova Scotia,Duplex,Heating oil,Gigajoules,v105819018,4.4.4.1,F
2015,Nova Scotia,Duplex,Heating oil,Gigajoules,v105819018,4.4.4.1,F
2011,Nova Scotia,Duplex,Heating oil,Gigajoules per household,v105819019,4.4.4.2,F
2013,Nova Scotia,Duplex,Heating oil,Gigajoules per household,v105819019,4.4.4.2,F
2015,Nova Scotia,Duplex,Heating oil,Gigajoules per household,v105819019,4.4.4.2,F
2011,Nova Scotia,Duplex,Heating oil,Proportion of total energy (percent),v105819020,4.4.4.3,F
2013,Nova Scotia,Duplex,Heating oil,Proportion of total energy (percent),v105819020,4.4.4.3,F
2015,Nova Scotia,Duplex,Heating oil,Proportion of total energy (percent),v105819020,4.4.4.3,F
2011,Nova Scotia,Duplex,Heating oil,Number of households,v105819021,4.4.4.4,F
2013,Nova Scotia,Duplex,Heating oil,Number of households,v105819021,4.4.4.4,F
2015,Nova Scotia,Duplex,Heating oil,Number of households,v105819021,4.4.4.4,F
2011,Nova Scotia,Low-rise apartment (fewer than 5 stories),"Total, all energy types",Gigajoules,v105819022,4.5.1.1,4076850
2013,Nova Scotia,Low-rise apartment (fewer than 5 stories),"Total, all energy types",Gigajoules,v105819022,4.5.1.1,1994781
2015,Nova Scotia,Low-rise apartment (fewer than 5 stories),"Total, all energy types",Gigajoules,v105819022,4.5.1.1,2718168
2011,Nova Scotia,Low-rise apartment (fewer than 5 stories),"Total, all energy types",Gigajoules per household,v105819023,4.5.1.2,67.4
2013,Nova Scotia,Low-rise apartment (fewer than 5 stories),"Total, all energy types",Gigajoules per household,v105819023,4.5.1.2,66.1
2015,Nova Scotia,Low-rise apartment (fewer than 5 stories),"Total, all energy types",Gigajoules per household,v105819023,4.5.1.2,57.3
2011,Nova Scotia,Low-rise apartment (fewer than 5 stories),"Total, all energy types",Number of households,v105819025,4.5.1.4,60523
2013,Nova Scotia,Low-rise apartment (fewer than 5 stories),"Total, all energy types",Number of households,v105819025,4.5.1.4,30199
2015,Nova Scotia,Low-rise apartment (fewer than 5 stories),"Total, all energy types",Number of households,v105819025,4.5.1.4,47421
2011,Nova Scotia,Low-rise apartment (fewer than 5 stories),Electricity,Gigajoules,v105819026,4.5.2.1,1429845
2013,Nova Scotia,Low-rise apartment (fewer than 5 stories),Electricity,Gigajoules,v105819026,4.5.2.1,610448
2015,Nova Scotia,Low-rise apartment (fewer than 5 stories),Electricity,Gigajoules,v105819026,4.5.2.1,845099
2011,Nova Scotia,Low-rise apartment (fewer than 5 stories),Electricity,Gigajoules per household,v105819027,4.5.2.2,23.6
2013,Nova Scotia,Low-rise apartment (fewer than 5 stories),Electricity,Gigajoules per household,v105819027,4.5.2.2,20.2
2015,Nova Scotia,Low-rise apartment (fewer than 5 stories),Electricity,Gigajoules per household,v105819027,4.5.2.2,17.8
2011,Nova Scotia,Low-rise apartment (fewer than 5 stories),Electricity,Proportion of total energy (percent),v105819028,4.5.2.3,35.1
2013,Nova Scotia,Low-rise apartment (fewer than 5 stories),Electricity,Proportion of total energy (percent),v105819028,4.5.2.3,30.6
2015,Nova Scotia,Low-rise apartment (fewer than 5 stories),Electricity,Proportion of total energy (percent),v105819028,4.5.2.3,31.1
2011,Nova Scotia,Low-rise apartment (fewer than 5 stories),Electricity,Number of households,v105819029,4.5.2.4,60523
2013,Nova Scotia,Low-rise apartment (fewer than 5 stories),Electricity,Number of households,v105819029,4.5.2.4,30199
2015,Nova Scotia,Low-rise apartment (fewer than 5 stories),Electricity,Number of households,v105819029,4.5.2.4,47421
2011,Nova Scotia,Low-rise apartment (fewer than 5 stories),Natural gas,Gigajoules,v105819030,4.5.3.1,F
2013,Nova Scotia,Low-rise apartment (fewer than 5 stories),Natural gas,Gigajoules,v105819030,4.5.3.1,F
2015,Nova Scotia,Low-rise apartment (fewer than 5 stories),Natural gas,Gigajoules,v105819030,4.5.3.1,F
2011,Nova Scotia,Low-rise apartment (fewer than 5 stories),Natural gas,Gigajoules per household,v105819031,4.5.3.2,F
2013,Nova Scotia,Low-rise apartment (fewer than 5 stories),Natural gas,Gigajoules per household,v105819031,4.5.3.2,F
2015,Nova Scotia,Low-rise apartment (fewer than 5 stories),Natural gas,Gigajoules per household,v105819031,4.5.3.2,F
2011,Nova Scotia,Low-rise apartment (fewer than 5 stories),Natural gas,Proportion of total energy (percent),v105819032,4.5.3.3,F
2013,Nova Scotia,Low-rise apartment (fewer than 5 stories),Natural gas,Proportion of total energy (percent),v105819032,4.5.3.3,F
2015,Nova Scotia,Low-rise apartment (fewer than 5 stories),Natural gas,Proportion of total energy (percent),v105819032,4.5.3.3,F
2011,Nova Scotia,Low-rise apartment (fewer than 5 stories),Natural gas,Number of households,v105819033,4.5.3.4,F
2013,Nova Scotia,Low-rise apartment (fewer than 5 stories),Natural gas,Number of households,v105819033,4.5.3.4,F
2015,Nova Scotia,Low-rise apartment (fewer than 5 stories),Natural gas,Number of households,v105819033,4.5.3.4,F
2011,Nova Scotia,Low-rise apartment (fewer than 5 stories),Heating oil,Gigajoules,v105819034,4.5.4.1,F
2013,Nova Scotia,Low-rise apartment (fewer than 5 stories),Heating oil,Gigajoules,v105819034,4.5.4.1,F
2015,Nova Scotia,Low-rise apartment (fewer than 5 stories),Heating oil,Gigajoules,v105819034,4.5.4.1,F
2011,Nova Scotia,Low-rise apartment (fewer than 5 stories),Heating oil,Gigajoules per household,v105819035,4.5.4.2,F
2013,Nova Scotia,Low-rise apartment (fewer than 5 stories),Heating oil,Gigajoules per household,v105819035,4.5.4.2,F
2015,Nova Scotia,Low-rise apartment (fewer than 5 stories),Heating oil,Gigajoules per household,v105819035,4.5.4.2,F
2011,Nova Scotia,Low-rise apartment (fewer than 5 stories),Heating oil,Proportion of total energy (percent),v105819036,4.5.4.3,F
2013,Nova Scotia,Low-rise apartment (fewer than 5 stories),Heating oil,Proportion of total energy (percent),v105819036,4.5.4.3,F
2015,Nova Scotia,Low-rise apartment (fewer than 5 stories),Heating oil,Proportion of total energy (percent),v105819036,4.5.4.3,F
2011,Nova Scotia,Low-rise apartment (fewer than 5 stories),Heating oil,Number of households,v105819037,4.5.4.4,F
2013,Nova Scotia,Low-rise apartment (fewer than 5 stories),Heating oil,Number of households,v105819037,4.5.4.4,F
2015,Nova Scotia,Low-rise apartment (fewer than 5 stories),Heating oil,Number of households,v105819037,4.5.4.4,F
2011,Nova Scotia,High-rise apartment (5 stories or more),"Total, all energy types",Gigajoules,v105819038,4.6.1.1,F
2013,Nova Scotia,High-rise apartment (5 stories or more),"Total, all energy types",Gigajoules,v105819038,4.6.1.1,F
2015,Nova Scotia,High-rise apartment (5 stories or more),"Total, all energy types",Gigajoules,v105819038,4.6.1.1,F
2011,Nova Scotia,High-rise apartment (5 stories or more),"Total, all energy types",Gigajoules per household,v105819039,4.6.1.2,F
2013,Nova Scotia,High-rise apartment (5 stories or more),"Total, all energy types",Gigajoules per household,v105819039,4.6.1.2,F
2015,Nova Scotia,High-rise apartment (5 stories or more),"Total, all energy types",Gigajoules per household,v105819039,4.6.1.2,F
2011,Nova Scotia,High-rise apartment (5 stories or more),"Total, all energy types",Number of households,v105819041,4.6.1.4,F
2013,Nova Scotia,High-rise apartment (5 stories or more),"Total, all energy types",Number of households,v105819041,4.6.1.4,F
2015,Nova Scotia,High-rise apartment (5 stories or more),"Total, all energy types",Number of households,v105819041,4.6.1.4,F
2011,Nova Scotia,High-rise apartment (5 stories or more),Electricity,Gigajoules,v105819042,4.6.2.1,F
2013,Nova Scotia,High-rise apartment (5 stories or more),Electricity,Gigajoules,v105819042,4.6.2.1,F
2015,Nova Scotia,High-rise apartment (5 stories or more),Electricity,Gigajoules,v105819042,4.6.2.1,F
2011,Nova Scotia,High-rise apartment (5 stories or more),Electricity,Gigajoules per household,v105819043,4.6.2.2,F
2013,Nova Scotia,High-rise apartment (5 stories or more),Electricity,Gigajoules per household,v105819043,4.6.2.2,F
2015,Nova Scotia,High-rise apartment (5 stories or more),Electricity,Gigajoules per household,v105819043,4.6.2.2,F
2011,Nova Scotia,High-rise apartment (5 stories or more),Electricity,Proportion of total energy (percent),v105819044,4.6.2.3,F
2013,Nova Scotia,High-rise apartment (5 stories or more),Electricity,Proportion of total energy (percent),v105819044,4.6.2.3,F
2015,Nova Scotia,High-rise apartment (5 stories or more),Electricity,Proportion of total energy (percent),v105819044,4.6.2.3,F
2011,Nova Scotia,High-rise apartment (5 stories or more),Electricity,Number of households,v105819045,4.6.2.4,F
2013,Nova Scotia,High-rise apartment (5 stories or more),Electricity,Number of households,v105819045,4.6.2.4,F
2015,Nova Scotia,High-rise apartment (5 stories or more),Electricity,Number of households,v105819045,4.6.2.4,F
2011,Nova Scotia,High-rise apartment (5 stories or more),Natural gas,Gigajoules,v105819046,4.6.3.1,F
2013,Nova Scotia,High-rise apartment (5 stories or more),Natural gas,Gigajoules,v105819046,4.6.3.1,F
2015,Nova Scotia,High-rise apartment (5 stories or more),Natural gas,Gigajoules,v105819046,4.6.3.1,F
2011,Nova Scotia,High-rise apartment (5 stories or more),Natural gas,Gigajoules per household,v105819047,4.6.3.2,F
2013,Nova Scotia,High-rise apartment (5 stories or more),Natural gas,Gigajoules per household,v105819047,4.6.3.2,F
2015,Nova Scotia,High-rise apartment (5 stories or more),Natural gas,Gigajoules per household,v105819047,4.6.3.2,F
2011,Nova Scotia,High-rise apartment (5 stories or more),Natural gas,Proportion of total energy (percent),v105819048,4.6.3.3,F
2013,Nova Scotia,High-rise apartment (5 stories or more),Natural gas,Proportion of total energy (percent),v105819048,4.6.3.3,F
2015,Nova Scotia,High-rise apartment (5 stories or more),Natural gas,Proportion of total energy (percent),v105819048,4.6.3.3,F
2011,Nova Scotia,High-rise apartment (5 stories or more),Natural gas,Number of households,v105819049,4.6.3.4,F
2013,Nova Scotia,High-rise apartment (5 stories or more),Natural gas,Number of households,v105819049,4.6.3.4,F
2015,Nova Scotia,High-rise apartment (5 stories or more),Natural gas,Number of households,v105819049,4.6.3.4,F
2011,Nova Scotia,High-rise apartment (5 stories or more),Heating oil,Gigajoules,v105819050,4.6.4.1,F
2013,Nova Scotia,High-rise apartment (5 stories or more),Heating oil,Gigajoules,v105819050,4.6.4.1,F
2015,Nova Scotia,High-rise apartment (5 stories or more),Heating oil,Gigajoules,v105819050,4.6.4.1,F
2011,Nova Scotia,High-rise apartment (5 stories or more),Heating oil,Gigajoules per household,v105819051,4.6.4.2,F
2013,Nova Scotia,High-rise apartment (5 stories or more),Heating oil,Gigajoules per household,v105819051,4.6.4.2,F
2015,Nova Scotia,High-rise apartment (5 stories or more),Heating oil,Gigajoules per household,v105819051,4.6.4.2,F
2011,Nova Scotia,High-rise apartment (5 stories or more),Heating oil,Proportion of total energy (percent),v105819052,4.6.4.3,F
2013,Nova Scotia,High-rise apartment (5 stories or more),Heating oil,Proportion of total energy (percent),v105819052,4.6.4.3,F
2015,Nova Scotia,High-rise apartment (5 stories or more),Heating oil,Proportion of total energy (percent),v105819052,4.6.4.3,F
2011,Nova Scotia,High-rise apartment (5 stories or more),Heating oil,Number of households,v105819053,4.6.4.4,F
2013,Nova Scotia,High-rise apartment (5 stories or more),Heating oil,Number of households,v105819053,4.6.4.4,F
2015,Nova Scotia,High-rise apartment (5 stories or more),Heating oil,Number of households,v105819053,4.6.4.4,F
2011,Nova Scotia,Mobile home,"Total, all energy types",Gigajoules,v105819054,4.7.1.1,F
2013,Nova Scotia,Mobile home,"Total, all energy types",Gigajoules,v105819054,4.7.1.1,F
2015,Nova Scotia,Mobile home,"Total, all energy types",Gigajoules,v105819054,4.7.1.1,F
2011,Nova Scotia,Mobile home,"Total, all energy types",Gigajoules per household,v105819055,4.7.1.2,F
2013,Nova Scotia,Mobile home,"Total, all energy types",Gigajoules per household,v105819055,4.7.1.2,F
2015,Nova Scotia,Mobile home,"Total, all energy types",Gigajoules per household,v105819055,4.7.1.2,F
2011,Nova Scotia,Mobile home,"Total, all energy types",Number of households,v105819057,4.7.1.4,F
2013,Nova Scotia,Mobile home,"Total, all energy types",Number of households,v105819057,4.7.1.4,F
2015,Nova Scotia,Mobile home,"Total, all energy types",Number of households,v105819057,4.7.1.4,F
2011,Nova Scotia,Mobile home,Electricity,Gigajoules,v105819058,4.7.2.1,F
2013,Nova Scotia,Mobile home,Electricity,Gigajoules,v105819058,4.7.2.1,F
2015,Nova Scotia,Mobile home,Electricity,Gigajoules,v105819058,4.7.2.1,F
2011,Nova Scotia,Mobile home,Electricity,Gigajoules per household,v105819059,4.7.2.2,F
2013,Nova Scotia,Mobile home,Electricity,Gigajoules per household,v105819059,4.7.2.2,F
2015,Nova Scotia,Mobile home,Electricity,Gigajoules per household,v105819059,4.7.2.2,F
2011,Nova Scotia,Mobile home,Electricity,Proportion of total energy (percent),v105819060,4.7.2.3,F
2013,Nova Scotia,Mobile home,Electricity,Proportion of total energy (percent),v105819060,4.7.2.3,F
2015,Nova Scotia,Mobile home,Electricity,Proportion of total energy (percent),v105819060,4.7.2.3,F
2011,Nova Scotia,Mobile home,Electricity,Number of households,v105819061,4.7.2.4,F
2013,Nova Scotia,Mobile home,Electricity,Number of households,v105819061,4.7.2.4,F
2015,Nova Scotia,Mobile home,Electricity,Number of households,v105819061,4.7.2.4,F
2011,Nova Scotia,Mobile home,Natural gas,Gigajoules,v105819062,4.7.3.1,F
2013,Nova Scotia,Mobile home,Natural gas,Gigajoules,v105819062,4.7.3.1,F
2015,Nova Scotia,Mobile home,Natural gas,Gigajoules,v105819062,4.7.3.1,F
2011,Nova Scotia,Mobile home,Natural gas,Gigajoules per household,v105819063,4.7.3.2,F
2013,Nova Scotia,Mobile home,Natural gas,Gigajoules per household,v105819063,4.7.3.2,F
2015,Nova Scotia,Mobile home,Natural gas,Gigajoules per household,v105819063,4.7.3.2,F
2011,Nova Scotia,Mobile home,Natural gas,Proportion of total energy (percent),v105819064,4.7.3.3,F
2013,Nova Scotia,Mobile home,Natural gas,Proportion of total energy (percent),v105819064,4.7.3.3,F
2015,Nova Scotia,Mobile home,Natural gas,Proportion of total energy (percent),v105819064,4.7.3.3,F
2011,Nova Scotia,Mobile home,Natural gas,Number of households,v105819065,4.7.3.4,F
2013,Nova Scotia,Mobile home,Natural gas,Number of households,v105819065,4.7.3.4,F
2015,Nova Scotia,Mobile home,Natural gas,Number of households,v105819065,4.7.3.4,F
2011,Nova Scotia,Mobile home,Heating oil,Gigajoules,v105819066,4.7.4.1,F
2013,Nova Scotia,Mobile home,Heating oil,Gigajoules,v105819066,4.7.4.1,F
2015,Nova Scotia,Mobile home,Heating oil,Gigajoules,v105819066,4.7.4.1,F
2011,Nova Scotia,Mobile home,Heating oil,Gigajoules per household,v105819067,4.7.4.2,F
2013,Nova Scotia,Mobile home,Heating oil,Gigajoules per household,v105819067,4.7.4.2,F
2015,Nova Scotia,Mobile home,Heating oil,Gigajoules per household,v105819067,4.7.4.2,F
2011,Nova Scotia,Mobile home,Heating oil,Proportion of total energy (percent),v105819068,4.7.4.3,F
2013,Nova Scotia,Mobile home,Heating oil,Proportion of total energy (percent),v105819068,4.7.4.3,F
2015,Nova Scotia,Mobile home,Heating oil,Proportion of total energy (percent),v105819068,4.7.4.3,F
2011,Nova Scotia,Mobile home,Heating oil,Number of households,v105819069,4.7.4.4,F
2013,Nova Scotia,Mobile home,Heating oil,Number of households,v105819069,4.7.4.4,F
